OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,ENERGYSTARScore_is_missing,flag_anomalie,type_anomalie,critere_detection,action,justification,IsZeroFloorReported,IsAggregatedCampus,_ratio_usage,_energy_gap_pct
49972,2016,NonResidential,University,Computer Science and Electrical Engineering,3785 E Stevens Way NE,Seattle,WA,98195.0,1625049001,4,NORTHEAST,47.65356,-122.30613,1998,1.0,6.0,203030,0,203030,College/University,College/University,203030.0,,,,,,,252.0,0.0,561.0,0.0,51168308.0,0.0,0.0,8386463.5,28614613.0,0.0,0.0,False,,Compliant,,199.48,0.98,True,True,Incohérence énergétique,Écart sources/total > 10%,❌ Suppression,CO₂ mathématiquement corrompu (déconnexion sources/total),False,False,1.0,44.08
49979,2016,NonResidential,Residence Hall,Lander Hall,1201 NE Campus Pkwy,Seattle,WA,98195.0,1625049001,4,NORTHEAST,47.65577,-122.3153,1953,1.0,,166991,0,166991,Residence Hall/Dormitory,Residence Hall/Dormitory,166991.0,,,,,,19.0,95.59999847,99.40000153,211.8000031,215.6999969,15965859.0,16591973.0,0.0,2609182.0,8902529.0,70633.28906,7063329.0,False,,Compliant,,437.2,2.62,False,False,Nombre d'étages incohérent,NumberofFloors=0 & BuildingType!=Campus,⚠️ Feature Engineering : NaN + Flag,"Structure massive nécessitant plusieurs niveaux (ex: Grand Hyatt, Pacific Place)",True,False,1.0,0.0
49980,2016,NonResidential,Residence Hall,Mercer Hall,1009 NE Pacific St,Seattle,WA,98195.0,1625049001,4,NORTHEAST,47.65447,-122.31733,1970,1.0,,89392,0,89392,Residence Hall/Dormitory,Residence Hall/Dormitory,89392.0,,,,,,16.0,77.90000153,83.69999695,244.5,262.8999939,6960904.5,7483350.0,0.0,2040124.25,6960904.0,0.0,0.0,False,,Compliant,,48.53,0.54,False,False,Nombre d'étages incohérent,NumberofFloors=0 & BuildingType!=Campus,⚠️ Feature Engineering : NaN + Flag,"Structure massive nécessitant plusieurs niveaux (ex: Grand Hyatt, Pacific Place)",True,False,1.0,0.0
49983,2016,NonResidential,Residence Hall,Poplar Hall,3715 W Stevens Way NE,Seattle,WA,98195.0,1625049001,4,NORTHEAST,47.65176,-122.30756,2011,1.0,,97040,0,97040,Residence Hall/Dormitory,Residence Hall/Dormitory,97040.0,,,,,,69.0,40.09999847,42.0,109.5,114.4000015,3894142.5,4075094.5,0.0,917299.0,3129824.0,7643.180176,764318.0,False,,Compliant,,62.41,0.64,False,False,Nombre d'étages incohérent,NumberofFloors=0 & BuildingType!=Campus,⚠️ Feature Engineering : NaN + Flag,"Structure massive nécessitant plusieurs niveaux (ex: Grand Hyatt, Pacific Place)",True,False,1.0,0.0
50002,2016,NonResidential,Other,Audi Seattle UVA Bldg,4741 11TH AVE NE,Seattle,WA,98105.0,6746701515,4,NORTHEAST,47.66414,-122.31664,2014,1.0,3.0,33648,0,33648,"Automobile Dealership, Parking",Parking,83600.0,Automobile Dealership,39000.0,,,,,35.90000153,35.90000153,112.6999969,112.6999969,1399581.625,1399581.625,0.0,410193.9063,1399582.0,0.0,0.0,False,,Compliant,,9.76,0.29,True,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,2.4845458868283403,0.0
50035,2016,NonResidential,Hotel,Hilton Garden Inn Seattle,1821 Boren Ave,Seattle,WA,98101.0,3374400010,7,DOWNTOWN,47.61665,-122.33261,2015,1.0,14.0,144614,0,144614,Hotel,Hotel,159500.0,,,,,,89.0,34.59999847,34.79999924,105.4000015,105.5999985,5525072.5,5547964.5,0.0,1544316.5,5269208.0,2558.640137,255864.0,False,,Compliant,,50.32,0.35,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.1029360919413058,0.0
50039,2016,NonResidential,Other,Honda of Seattle/Toyota of Seattle,2005 Airport Way South,Seattle,WA,98134.0,7666203255,2,GREATER DUWAMISH,47.58542,-122.32185,2015,1.0,2.0,108036,0,108036,"Automobile Dealership, Parking",Parking,202171.0,Automobile Dealership,108036.0,,,,,46.20000076,49.0,121.0999985,124.0999985,4991893.5,5298717.5,0.0,1099805.25,3752536.0,12393.57129,1239357.0,False,,Compliant,,91.98,0.85,True,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.87132992706135,0.0
50081,2016,NonResidential,K-12 School,Hamlin Robinson School,1701 20th Ave South,Seattle,WA,98144.0,7548300840,3,GREATER DUWAMISH,47.58831,-122.3065,2015,1.0,3.0,45000,0,45000,"K-12 School, Parking",K-12 School,45728.0,Parking,0.0,,,,77.0,29.0,30.60000038,91.09999847,96.0,1325972.75,1397742.375,0.0,388620.4063,1325973.0,0.0,0.0,False,,Compliant,,9.24,0.21,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0161777777777778,0.0
50101,2016,NonResidential,University,Burke Museum,4331 Memorial Way NE,Seattle,WA,98195.0,1625049001,4,NORTHEAST,47.66127,-122.31256,1962,1.0,1.0,68072,0,68072,College/University,College/University,68916.0,,,,,,,46.20000076,46.20000076,144.8999939,144.8999939,3180819.25,3180819.25,0.0,932244.6875,3180819.0,0.0,0.0,False,,Compliant,,22.17,0.33,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.012398636737572,0.0
50210,2016,Nonresidential COS,Office,Central West HQ / Brown Bear,1403 w howe,Seattle,WA,,2425039137,7,MAGNOLIA / QUEEN ANNE,47.63572,-122.37525,1952,1.0,1.0,13661,0,13661,Office,Office,13661.0,,,,,,75.0,36.79999924,40.90000153,115.5,128.3999939,502667.6875,558525.125,0.0,147323.5,502667.782,0.0,0.0,True,,Error - Correct Default Data,,3.5,0.26,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
50220,2016,Nonresidential COS,Office,Genesee/SC SE HQ,4420 S Genesee,Seattle,WA,,4154300585,2,SOUTHEAST,47.5644,-122.27813,1960,1.0,1.0,15398,0,15398,Office,Office,15398.0,,,,,,93.0,25.20000076,26.89999962,64.09999847,66.69999695,387810.0,414172.4063,0.0,81341.39844,277536.8515,1102.72998,110272.998,True,,Error - Correct Default Data,,7.79,0.51,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
50222,2016,Nonresidential COS,Office,Horticulture building,1600 S Dakota St,Seattle,WA,,1624049080,2,GREATER DUWAMISH,47.56722,-122.31154,1990,1.0,1.0,12294,0,12294,Office,Office,12294.0,,,,,,46.0,69.09999847,76.69999695,161.6999969,176.1000061,849745.6875,943003.1875,0.0,153655.0,524270.86,3254.750244,325475.0244,True,,Error - Correct Default Data,,20.94,1.7,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
